"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"14";"2024-09-24 05:24:58";"Legs";"4200";"Squat (Smith Machine)";"W";"20.0";"10";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Squat (Smith Machine)";"1";"60.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Squat (Smith Machine)";"2";"70.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Squat (Smith Machine)";"3";"80.0";"6";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Squat (Smith Machine)";"4";"70.0";"8";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Leg Press";"1";"82.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Leg Press";"2";"102.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Leg Press";"3";"142.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Lying Leg Curl (Machine)";"1";"60.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Lying Leg Curl (Machine)";"2";"60.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Lying Leg Curl (Machine)";"3";"70.0";"12";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Leg Extension (Machine)";"1";"40.8233133";"10";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Leg Extension (Machine)";"2";"36.287389600000004";"10";"";"";"";"";""
"14";"2024-09-24 05:24:58";"Legs";"4200";"Leg Extension (Machine)";"3";"36.287389600000004";"10";"";"";"";"";""
"15";"2024-09-26 02:39:59";"Push";"5678";"Bench Press (Barbell)";"W";"40.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Bench Press (Barbell)";"1";"50.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Bench Press (Barbell)";"2";"60.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Bench Press (Barbell)";"3";"65.0";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Bench Press (Barbell)";"4";"62.5";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Incline Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Incline Bench Press (Dumbbell)";"2";"20.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Incline Bench Press (Dumbbell)";"3";"20.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Chest Fly";"1";"40.8233133";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Chest Fly";"2";"49.895160700000005";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Chest Fly";"3";"54.4310844";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Lateral Raise (Cable)";"1";"13.6";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Lateral Raise (Cable)";"2";"14.75";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Lateral Raise (Cable)";"3";"16.1";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Triceps Extension (Machine)";"1";"70.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Triceps Extension (Machine)";"2";"80.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"15";"2024-09-26 02:39:59";"Push";"5678";"Triceps Extension (Machine)";"3";"70.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown (Cable)";"1";"65.8";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown (Cable)";"2";"72.6";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown (Cable)";"3";"72.6";"10";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Bent Over One Arm Row (Dumbbell)";"1";"26.0";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Bent Over One Arm Row (Dumbbell)";"2";"26.0";"10";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Bent Over One Arm Row (Dumbbell)";"3";"26.0";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown - Underhand (Cable)";"1";"65.0";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown - Underhand (Cable)";"2";"75.0";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown - Underhand (Cable)";"3";"85.0";"10";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Lat Pulldown - Underhand (Cable)";"4";"85.0";"9";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Seated Row (Cable)";"1";"72.6";"12";"";"";"";"";"Back, Biceps, Core"
"16";"2024-09-26 22:18:45";"Pull";"3475";"Seated Row (Cable)";"2";"79.4";"12";"";"";"";"";"Back, Biceps, Core"
"17";"2024-09-28 23:35:03";"Legs";"2908";"Squat (Smith Machine)";"W";"20.0";"10";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Squat (Smith Machine)";"1";"50.0";"12";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Squat (Smith Machine)";"2";"70.0";"12";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Squat (Smith Machine)";"3";"80.0";"10";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Squat (Smith Machine)";"4";"75.0";"8";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Leg Press";"1";"102.0";"12";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Leg Press";"2";"122.0";"12";"";"";"";"";""
"17";"2024-09-28 23:35:03";"Legs";"2908";"Leg Press";"3";"132.0";"12";"";"";"";"";""
"18";"2024-09-29 19:40:15";"Push";"4709";"Bench Press (Barbell)";"1";"66.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Bench Press (Barbell)";"2";"70.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Bench Press (Barbell)";"3";"66.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Incline Bench Press (Dumbbell)";"1";"18.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Incline Bench Press (Dumbbell)";"2";"20.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Incline Bench Press (Dumbbell)";"3";"22.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Incline Bench Press (Dumbbell)";"4";"22.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Chest Fly";"1";"80.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Chest Fly";"2";"90.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Chest Fly";"3";"100.0";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Lateral Raise (Cable)";"1";"13.6";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Lateral Raise (Cable)";"2";"14.75";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Lateral Raise (Cable)";"3";"14.75";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Triceps Extension (Cable)";"1";"27.2";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Triceps Extension (Cable)";"2";"27.2";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"18";"2024-09-29 19:40:15";"Push";"4709";"Triceps Extension (Cable)";"3";"18.2";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Lat Pulldown (Cable)";"1";"65.0";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Lat Pulldown (Cable)";"2";"75.0";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Lat Pulldown (Cable)";"3";"85.0";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Bent Over One Arm Row (Dumbbell)";"1";"26.0";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Bent Over One Arm Row (Dumbbell)";"2";"28.0";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Bent Over One Arm Row (Dumbbell)";"3";"30.0";"10";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Lat Pulldown - Underhand (Cable)";"1";"85.0";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Lat Pulldown - Underhand (Cable)";"2";"95.0";"14";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Lat Pulldown - Underhand (Cable)";"3";"105.0";"10";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Seated Row (Cable)";"1";"63.6";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Seated Row (Cable)";"2";"72.7";"12";"";"";"";"";"Back, Biceps, Core"
"19";"2024-10-01 02:38:42";"Pull";"4444";"Seated Row (Cable)";"3";"77.3";"10";"";"";"";"";"Back, Biceps, Core"
"20";"2024-10-03 03:17:24";"Legs";"64439";"Hack Squat";"1";"30.0";"12";"";"";"";"";""
"20";"2024-10-03 03:17:24";"Legs";"64439";"Hack Squat";"2";"40.0";"12";"";"";"";"";""
"20";"2024-10-03 03:17:24";"Legs";"64439";"Hack Squat";"3";"50.0";"12";"";"";"";"";""
"21";"2024-10-03 21:11:34";"Push";"3926";"Incline Bench Press (Dumbbell)";"1";"18.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Incline Bench Press (Dumbbell)";"2";"20.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Incline Bench Press (Dumbbell)";"3";"22.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Bench Press (Barbell)";"W";"56.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Bench Press (Barbell)";"1";"66.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Bench Press (Barbell)";"2";"76.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Lateral Raise (Cable)";"1";"13.6";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Lateral Raise (Cable)";"2";"14.75";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Lateral Raise (Cable)";"3";"13.6";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Triceps Extension (Cable)";"1";"27.2";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Triceps Extension (Cable)";"2";"27.2";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"21";"2024-10-03 21:11:34";"Push";"3926";"Triceps Extension (Cable)";"3";"27.2";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown (Machine)";"1";"62.368950875";"12";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown (Machine)";"2";"68.0388555";"12";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown (Machine)";"3";"68.0388555";"8";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown (Machine)";"4";"68.0388555";"8";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Bent Over One Arm Row (Dumbbell)";"1";"28.0";"11";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Bent Over One Arm Row (Dumbbell)";"2";"28.0";"11";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Bent Over One Arm Row (Dumbbell)";"3";"28.0";"11";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown - Underhand (Cable)";"1";"56.69904625";"12";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown - Underhand (Cable)";"2";"56.69904625";"12";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Lat Pulldown - Underhand (Cable)";"3";"56.69904625";"9";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Seated Row (Cable)";"1";"65.8";"12";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Seated Row (Cable)";"2";"72.7";"12";"";"";"";"";"Back, Biceps, Core"
"22";"2024-10-05 01:31:35";"Pull";"4194";"Seated Row (Cable)";"3";"79.8";"12";"";"";"";"";"Back, Biceps, Core"
"23";"2024-10-08 21:43:16";"Push";"4856";"Incline Bench Press (Dumbbell)";"W";"14.0";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Incline Bench Press (Dumbbell)";"1";"20.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Incline Bench Press (Dumbbell)";"2";"22.0";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Incline Bench Press (Dumbbell)";"3";"24.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Bench Press (Barbell)";"1";"66.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Bench Press (Barbell)";"2";"76.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Bench Press (Barbell)";"3";"86.0";"2";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Bench Press (Barbell)";"4";"76.0";"2";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Chest Fly";"1";"85.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Chest Fly";"2";"85.0";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Chest Fly";"3";"85.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Lateral Raise (Cable)";"1";"13.6";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Lateral Raise (Cable)";"2";"14.75";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Lateral Raise (Cable)";"3";"14.75";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Triceps Extension (Cable)";"1";"27.2";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Triceps Extension (Cable)";"2";"27.2";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"23";"2024-10-08 21:43:16";"Push";"4856";"Triceps Extension (Cable)";"3";"27.2";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Lat Pulldown (Machine)";"1";"80.0";"12";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Lat Pulldown (Machine)";"2";"100.0";"12";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Lat Pulldown (Machine)";"3";"110.0";"10";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Lat Pulldown (Machine)";"4";"110.0";"9";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Bent Over One Arm Row (Dumbbell)";"1";"28.0";"12";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Bent Over One Arm Row (Dumbbell)";"2";"30.0";"10";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Bent Over One Arm Row (Dumbbell)";"3";"30.0";"10";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Rear Delt Fly";"1";"80.0";"10";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Rear Delt Fly";"2";"80.0";"8";"";"";"";"";"Back, Biceps, Core"
"24";"2024-10-10 05:07:22";"Pull";"3302";"Rear Delt Fly";"3";"80.0";"9";"";"";"";"";"Back, Biceps, Core"
"25";"2024-10-11 00:04:57";"Legs";"4684";"Squat (Smith Machine)";"W";"20.0";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Squat (Smith Machine)";"1";"60.0";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Squat (Smith Machine)";"2";"80.0";"9";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Squat (Smith Machine)";"3";"80.0";"9";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Leg Press";"1";"122.0";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Leg Press";"2";"142.0";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Leg Press";"3";"162.0";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Lying Leg Curl (Machine)";"1";"31.751465900000003";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Lying Leg Curl (Machine)";"2";"36.287389600000004";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Lying Leg Curl (Machine)";"3";"36.287389600000004";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Leg Extension (Machine)";"1";"40.8233133";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Leg Extension (Machine)";"2";"40.8233133";"12";"";"";"";"";""
"25";"2024-10-11 00:04:57";"Legs";"4684";"Leg Extension (Machine)";"3";"40.8233133";"12";"";"";"";"";""
"26";"2024-10-12 22:16:33";"Push";"5579";"Incline Bench Press (Dumbbell)";"W";"16.0";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Incline Bench Press (Dumbbell)";"W";"18.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Incline Bench Press (Dumbbell)";"1";"24.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Incline Bench Press (Dumbbell)";"2";"24.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Incline Bench Press (Dumbbell)";"3";"24.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Bench Press (Barbell)";"W";"50.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Bench Press (Barbell)";"1";"60.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Bench Press (Barbell)";"2";"62.25";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Chest Fly";"1";"85.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Chest Fly";"2";"95.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Chest Fly";"3";"95.0";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Lateral Raise (Cable)";"1";"13.6";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Lateral Raise (Cable)";"2";"14.75";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Lateral Raise (Cable)";"3";"14.75";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Triceps Extension (Cable)";"1";"27.2";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Triceps Extension (Cable)";"2";"27.2";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"26";"2024-10-12 22:16:33";"Push";"5579";"Triceps Extension (Cable)";"3";"27.2";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Lat Pulldown (Cable)";"1";"72.0";"12";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Lat Pulldown (Cable)";"2";"86.0";"10";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Lat Pulldown (Cable)";"3";"86.0";"8";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Bent Over One Arm Row (Dumbbell)";"1";"30.0";"12";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Bent Over One Arm Row (Dumbbell)";"2";"32.0";"8";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Bent Over One Arm Row (Dumbbell)";"3";"32.0";"8";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Lat Pulldown - Underhand (Cable)";"1";"65.8";"12";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Lat Pulldown - Underhand (Cable)";"2";"79.4";"10";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Lat Pulldown - Underhand (Cable)";"3";"79.4";"8";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Seated Row (Cable)";"1";"79.8";"12";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Seated Row (Cable)";"2";"93.0";"12";"";"";"";"";"Back, Biceps, Core"
"27";"2024-10-13 19:00:24";"Pull";"4047";"Seated Row (Cable)";"3";"86.2";"12";"";"";"";"";"Back, Biceps, Core"
"28";"2024-10-16 04:13:15";"Legs";"4523";"Squat (Smith Machine)";"W";"20.0";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Squat (Smith Machine)";"1";"60.0";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Squat (Smith Machine)";"2";"80.0";"10";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Squat (Smith Machine)";"3";"80.0";"6";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Leg Press";"1";"142.0";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Leg Press";"2";"182.0";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Leg Press";"3";"202.0";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Seated Leg Curl (Machine)";"1";"40.8233133";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Seated Leg Curl (Machine)";"2";"43.09127515";"11";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Seated Leg Curl (Machine)";"3";"43.09127515";"11";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Leg Extension (Machine)";"1";"90.0";"12";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Leg Extension (Machine)";"2";"90.0";"9";"";"";"";"";""
"28";"2024-10-16 04:13:15";"Legs";"4523";"Leg Extension (Machine)";"3";"80.0";"10";"";"";"";"";""
"29";"2024-10-17 03:32:24";"Push";"4190";"Chest Fly";"W";"100.0";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"29";"2024-10-17 03:32:24";"Push";"4190";"Chest Fly";"1";"120.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"29";"2024-10-17 03:32:24";"Push";"4190";"Chest Fly";"2";"130.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"29";"2024-10-17 03:32:24";"Push";"4190";"Chest Fly";"3";"130.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"29";"2024-10-17 03:32:24";"Push";"4190";"Incline Bench Press (Dumbbell)";"1";"18.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"29";"2024-10-17 03:32:24";"Push";"4190";"Incline Bench Press (Dumbbell)";"2";"22.0";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"29";"2024-10-17 03:32:24";"Push";"4190";"Incline Bench Press (Dumbbell)";"3";"24.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
